,OverallQual,GrLivArea,GarageArea,TotalBsmtSF,MasVnrType,BsmtQual,GarageFinish,SaleCondition
1046,9,2868,716,1992,Stone,Ex,Fin,Partial
1047,5,990,672,990,None,Gd,Unf,Normal
1048,5,1771,336,0,BrkFace,TA,Unf,Normal
1049,4,930,308,0,None,TA,Unf,Abnorml
1050,7,1302,436,1302,None,Gd,Fin,Partial
1051,7,1316,440,1316,None,Gd,Fin,Partial
1052,6,1977,540,816,BrkCmn,TA,RFn,Normal
1053,5,1526,364,1216,Stone,TA,Unf,Normal
1054,8,1989,586,1065,BrkFace,Gd,Fin,Normal
1055,6,1523,478,1193,BrkFace,Gd,Fin,Abnorml
1056,7,1364,484,1364,Stone,Gd,RFn,Normal
1057,7,1850,467,973,None,Gd,Fin,Normal
1058,9,2184,836,1104,Stone,Ex,Fin,Normal
1059,6,1991,432,854,BrkFace,TA,Unf,Normal
1060,8,1338,582,1338,None,Gd,Fin,Normal
1061,3,894,1248,894,None,TA,RFn,Normal
1062,5,2337,560,662,None,TA,Unf,Normal
1063,6,1103,440,1103,None,TA,Unf,Normal
1064,5,1154,480,1154,BrkFace,TA,RFn,Normal
1065,7,2260,533,1306,None,Ex,RFn,Normal
1066,6,1571,380,799,None,Gd,RFn,Normal
1067,6,1611,442,780,BrkFace,TA,RFn,Normal
1068,6,2521,576,942,None,Gd,Fin,Normal
1069,5,893,576,845,None,TA,Unf,Normal
1070,5,1048,286,1048,BrkFace,TA,Unf,Normal
1071,6,1556,441,727,None,TA,Unf,Normal
1072,5,1456,280,810,None,Fa,Unf,Normal
1073,6,1426,440,690,BrkFace,TA,Fin,Normal
1074,7,1240,826,1240,None,Gd,RFn,Normal
1075,7,1740,240,800,None,TA,Unf,Normal
1076,5,1466,566,796,None,Fa,Unf,Normal
1077,5,1096,299,1096,None,TA,Fin,Abnorml
1078,6,848,420,848,BrkFace,Gd,RFn,Normal
1079,5,990,299,990,None,Gd,Unf,Normal
1080,6,1258,528,1258,BrkFace,TA,RFn,Abnorml
1081,5,1040,308,1040,None,TA,Fin,Normal
1082,7,1459,527,1459,BrkFace,Gd,RFn,Normal
1083,6,1251,461,1251,BrkFace,TA,RFn,Normal
1084,6,1498,409,691,None,Gd,Fin,Normal
1085,6,996,564,936,None,Gd,Unf,Normal
1086,4,1092,286,546,None,TA,RFn,Normal
1087,8,1953,1043,1082,None,Gd,RFn,Normal
1088,7,1709,380,970,Stone,Gd,Unf,Normal
1089,8,1247,550,1247,None,Gd,Fin,Normal
1090,3,1040,400,0,None,TA,Unf,Normal
1091,7,1252,462,600,BrkFace,Gd,Unf,Normal
1092,6,1694,576,1181,None,TA,Unf,Normal
1093,5,1200,884,864,BrkFace,TA,Unf,Normal
1094,5,936,308,936,None,TA,Fin,Normal
1095,6,1314,440,1314,None,Gd,RFn,Normal
1096,6,1355,0,684,None,TA,Unf,Normal
1097,8,1088,461,1074,None,Gd,RFn,Normal
1098,4,1324,240,672,None,TA,Unf,Normal
1099,7,1601,478,1271,BrkFace,Gd,RFn,Abnorml
1100,2,438,246,290,None,TA,Unf,Normal
1101,5,950,280,950,None,TA,Unf,Normal
1102,5,1134,254,1010,BrkFace,TA,RFn,Family
1103,6,1194,539,655,None,TA,Fin,Normal
1104,5,1302,440,630,BrkFace,TA,Unf,Normal
1105,8,2622,712,1463,BrkFace,Ex,RFn,Normal
1106,7,1442,719,910,None,Gd,Fin,Normal
1107,7,2021,422,868,None,Ex,RFn,Partial
1108,6,1690,463,924,None,Gd,RFn,Abnorml
1109,8,1836,862,1836,Stone,Ex,Fin,Normal
1110,6,1658,431,773,None,Gd,Fin,Normal
1111,7,1964,483,803,BrkFace,TA,RFn,Normal
1112,5,816,308,816,None,TA,Unf,Normal
1113,5,1008,240,1008,None,TA,Unf,Normal
1114,5,833,326,833,None,TA,Unf,Normal
1115,8,1734,928,1734,Stone,Ex,RFn,Partial
1116,8,1419,527,408,None,Gd,Fin,Normal
1117,5,894,450,894,None,TA,RFn,Normal
1118,5,1601,300,533,None,TA,RFn,Normal
1119,5,1040,286,1040,None,TA,RFn,Normal
1120,6,1012,308,1012,None,TA,Unf,Normal
1121,7,1552,782,1552,BrkFace,Gd,RFn,Partial
1122,4,960,288,672,None,TA,Unf,Abnorml
1123,5,698,0,698,None,TA,Unf,Normal
1124,7,1482,392,384,BrkFace,Gd,Fin,Normal
1125,4,1005,672,1005,None,TA,Unf,Normal
1126,7,1555,660,1373,BrkFace,Gd,Fin,Normal
1127,7,1530,630,1530,None,Gd,Fin,Family
1128,7,1959,434,847,None,Gd,Fin,Normal
1129,5,936,672,936,BrkFace,Gd,Unf,Normal
1130,4,1981,576,1122,None,TA,Unf,Normal
1131,5,974,0,974,None,Gd,Unf,Abnorml
1132,6,2210,205,1008,None,TA,Unf,Normal
1133,8,2020,466,1128,None,Gd,RFn,Normal
1134,6,1600,460,916,None,Gd,Fin,Normal
1135,6,986,180,960,None,TA,Unf,Normal
1136,6,1252,288,1032,None,TA,Unf,Abnorml
1137,5,1020,0,780,None,TA,Unf,Normal
1138,6,1567,714,1567,None,TA,RFn,Normal
1139,5,1167,495,915,None,TA,Unf,Normal
1140,5,952,840,952,None,TA,Unf,Abnorml
1141,5,1868,484,780,BrkFace,TA,Unf,Normal
1142,8,2828,1052,1466,Stone,Ex,RFn,Partial
1143,5,1006,0,1006,None,TA,Unf,Normal
1144,4,924,280,672,None,Gd,Unf,Normal
1145,5,1576,225,1042,None,TA,Unf,Family
1146,6,1298,403,1298,BrkFace,Gd,Unf,Normal
1147,7,1564,234,704,None,TA,Unf,Normal
1148,7,1111,288,572,None,TA,Unf,Normal
1149,7,1482,324,650,None,TA,Unf,Normal
1150,6,932,306,932,None,TA,Unf,Normal
1151,5,1466,528,1466,BrkFace,TA,Fin,Normal
1152,6,1811,470,1073,None,TA,Fin,Abnorml
1153,6,816,432,816,None,TA,Unf,Normal
1154,7,1820,492,864,Stone,TA,Unf,Normal
1155,5,1437,528,1437,None,Gd,RFn,Normal
1156,5,1265,502,1219,None,TA,RFn,Normal
1157,7,1314,626,1314,Stone,Gd,RFn,Normal
1158,8,1580,830,1580,Stone,Gd,RFn,Partial
1159,6,1876,540,901,BrkFace,TA,RFn,Normal
1160,6,1456,440,855,None,Gd,Unf,Normal
1161,6,1640,924,1296,BrkFace,TA,Unf,Normal
1162,5,894,450,894,None,Gd,Fin,Normal
1163,4,1258,400,1198,None,Gd,Unf,Alloca
1164,5,1432,588,1360,None,Gd,Unf,Normal
1165,7,1502,644,1502,Stone,Gd,RFn,Partial
1166,8,1694,776,1694,Stone,Gd,RFn,Normal
1167,6,1671,472,959,None,Gd,Fin,Normal
1168,6,2108,540,1127,None,TA,Unf,Normal
1169,10,3627,807,1930,BrkFace,Ex,Fin,Normal
1170,6,1118,358,1096,None,TA,Fin,Normal
1171,6,1261,433,1261,None,TA,RFn,Normal
1172,7,1250,625,625,None,Gd,Fin,Normal
1173,5,3086,0,1598,None,TA,Unf,Normal
1174,6,2345,360,952,None,Gd,Unf,Normal
1175,8,2872,541,1683,BrkFace,Gd,Fin,Normal
1176,5,923,264,876,None,TA,Unf,Normal
1177,6,1224,210,818,None,TA,Unf,Normal
1178,5,1343,186,731,None,TA,Unf,Normal
1179,5,1124,0,0,None,TA,Unf,Normal
1180,7,2514,693,1216,None,Gd,Fin,Normal
1181,8,1652,482,1600,Stone,Ex,Fin,Partial
1182,10,4476,813,2396,None,Ex,Fin,Abnorml
1183,5,1130,720,1120,None,TA,Unf,Normal
1184,5,1572,995,1572,BrkFace,TA,RFn,Normal
1185,5,1221,392,784,None,TA,Unf,Normal
1186,3,1699,420,978,None,Fa,Unf,Abnorml
1187,8,1624,757,1624,None,Gd,RFn,Normal
1188,7,1660,493,831,BrkFace,Gd,RFn,Normal
1189,7,1804,442,994,None,TA,Fin,Normal
1190,4,1622,1356,1249,Stone,TA,Fin,Normal
1191,8,1441,492,776,BrkFace,Gd,Unf,Normal
1192,5,1472,250,702,None,TA,Unf,Normal
1193,6,1224,402,1224,BrkFace,Ex,Fin,Normal
1194,6,1352,299,663,Stone,TA,Fin,Normal
1195,6,1456,400,728,None,Gd,Fin,Normal
1196,7,1863,660,879,None,Gd,Fin,Partial
1197,7,1690,225,815,None,TA,Unf,Normal
1198,7,1212,573,1212,None,Gd,RFn,Normal
1199,4,1382,459,1051,BrkFace,TA,Unf,Normal
1200,4,864,280,864,None,TA,Unf,Abnorml
1201,7,1779,546,866,None,Gd,RFn,Normal
1202,5,1348,216,884,None,TA,Unf,Normal
1203,7,1630,451,1630,BrkFace,Gd,Unf,Normal
1204,5,1074,495,1056,None,Gd,RFn,Normal
1205,7,2196,701,2158,BrkFace,Gd,RFn,Normal
1206,4,1056,384,1056,None,TA,Unf,Normal
1207,6,1700,544,1682,BrkFace,Gd,RFn,Normal
1208,5,1283,506,931,None,TA,Unf,Normal
1209,8,1660,500,1660,Stone,Ex,RFn,Partial
1210,6,1845,462,1055,None,Gd,RFn,Normal
1211,8,1752,492,559,None,Gd,RFn,Normal
1212,4,672,234,672,None,TA,Unf,Normal
1213,4,960,364,648,None,TA,Unf,Normal
1214,5,999,300,925,None,TA,Unf,Normal
1215,5,894,384,894,None,TA,RFn,Normal
1216,6,1902,539,0,None,TA,Unf,Normal
1217,8,1314,552,1300,Stone,Gd,RFn,Partial
1218,4,912,0,0,None,TA,Unf,Normal
1219,6,1218,0,672,BrkFace,TA,Unf,Abnorml
1220,5,912,288,912,None,TA,Unf,Abnorml
1221,5,1211,322,952,None,TA,Unf,Normal
1222,6,1846,315,1040,BrkFace,TA,Unf,Normal
1223,5,2136,528,2136,BrkFace,TA,Unf,Normal
1224,7,1490,388,788,None,Gd,Fin,Normal
1225,6,1138,264,588,BrkFace,TA,RFn,Normal
1226,6,1933,668,894,Stone,Gd,Fin,Normal
1227,5,912,576,912,BrkFace,TA,Unf,Normal
1228,9,1702,1052,1702,BrkFace,Ex,Fin,Partial
1229,5,1507,404,1075,None,TA,Unf,Normal
1230,5,2620,600,1361,None,Gd,RFn,Normal
1231,5,1190,540,1106,BrkFace,TA,Unf,Normal
1232,4,1224,462,0,None,TA,Unf,Normal
1233,5,1188,531,1188,BrkFace,TA,RFn,Abnorml
1234,5,1964,0,940,None,TA,Unf,Abnorml
1235,5,1784,180,747,None,Gd,Unf,Normal
1236,7,1626,474,764,Stone,Gd,RFn,Normal
1237,7,1948,434,847,None,Gd,Fin,Normal
1238,6,1141,484,1141,None,Gd,Unf,Abnorml
1239,8,1484,472,1476,BrkFace,Gd,RFn,Normal
1240,7,1768,543,884,BrkFace,Gd,RFn,Normal
1241,7,1689,954,1689,Stone,Gd,RFn,Partial
1242,7,1173,528,1053,BrkFace,Gd,RFn,Family
1243,10,2076,850,2076,None,Ex,Fin,Partial
1244,8,1517,400,792,None,Gd,Unf,Normal
1245,6,1868,477,585,BrkFace,Gd,Fin,Abnorml
1246,7,1553,615,756,None,Gd,RFn,Partial
1247,6,1034,888,1012,BrkFace,TA,Unf,Normal
1248,6,2058,396,735,None,Gd,Unf,Normal
1249,5,988,276,876,None,TA,Unf,Normal
1250,7,2110,522,2110,None,TA,Fin,Normal
1251,7,1405,478,1405,Stone,Gd,RFn,Normal
1252,5,874,288,864,None,TA,RFn,Normal
1253,7,2167,518,1192,None,TA,RFn,Normal
1254,7,1656,397,746,Stone,Gd,Fin,Normal
1255,6,1367,560,884,None,TA,Unf,Normal
1256,8,1987,691,1986,BrkFace,Gd,Fin,Normal
1257,5,864,0,864,None,Fa,Unf,Normal
1258,7,1166,400,856,Stone,Gd,Fin,Normal
1259,6,1054,460,1054,None,Gd,Unf,Normal
1260,6,1675,502,841,None,Gd,Fin,Normal
1261,5,1050,338,1050,None,TA,Unf,Normal
1262,4,1788,304,1104,None,TA,Unf,Normal
1263,6,1824,520,764,None,TA,Unf,Normal
1264,6,1337,511,1405,None,Gd,Fin,Abnorml
1265,7,1452,506,691,BrkFace,Gd,Unf,Normal
1266,7,1889,308,925,None,TA,Unf,Normal
1267,9,2018,746,2002,None,Ex,Fin,Normal
1268,8,3447,1014,728,BrkFace,TA,Unf,Normal
1269,5,1524,315,874,BrkFace,TA,Unf,Normal
1270,7,1524,586,1332,None,Gd,Fin,Normal
1271,6,1489,462,1489,None,TA,RFn,Normal
1272,5,935,288,935,BrkFace,TA,Unf,Normal
1273,6,1357,312,1019,BrkFace,TA,RFn,Normal
1274,5,1250,552,661,None,TA,Unf,Normal
1275,5,1920,400,928,Stone,TA,Unf,Normal
1276,6,1395,497,723,None,TA,Unf,Normal
1277,6,1724,480,1680,BrkFace,Gd,RFn,Normal
1278,8,2031,577,1128,None,Gd,RFn,Normal
1279,4,1128,528,698,None,TA,RFn,Abnorml
1280,7,1573,544,1573,BrkFace,Gd,RFn,Normal
1281,7,1339,484,1309,BrkFace,Gd,Fin,Normal
1282,5,1040,484,1040,None,Gd,Unf,Normal
1283,6,1824,0,912,None,TA,Unf,Normal
1284,6,2447,336,804,None,TA,Unf,Normal
1285,6,1412,280,780,None,TA,Unf,Normal
1286,6,1328,528,1328,BrkFace,TA,Unf,Normal
1287,5,1582,390,1624,BrkCmn,TA,Unf,Normal
1288,8,1659,499,1501,None,Gd,Fin,Normal
1289,8,1970,753,1085,Stone,Gd,Fin,Partial
1290,5,1152,484,1152,BrkFace,TA,RFn,Normal
1291,5,1302,264,630,BrkFace,TA,Unf,Normal
1292,5,2372,432,994,None,TA,RFn,Normal
1293,7,1664,528,832,None,Gd,RFn,Normal
1294,5,864,572,864,None,TA,Unf,Normal
1295,5,1052,288,1052,BrkFace,TA,RFn,Normal
1296,5,1128,525,1120,BrkFace,TA,RFn,Normal
1297,6,1072,525,547,BrkFace,Gd,Fin,Partial
1298,10,5642,1418,6110,Stone,Ex,Fin,Partial
1299,5,1246,305,1246,None,TA,RFn,Normal
1300,7,1983,490,978,None,Gd,Fin,Normal
1301,6,1494,213,771,None,TA,Unf,Normal
1302,8,2526,844,1165,BrkFace,Gd,RFn,Normal
1303,7,1616,834,1616,BrkFace,Gd,RFn,Normal
1304,7,1708,380,976,Stone,Gd,Unf,Normal
1305,9,1652,840,1652,Stone,Ex,Fin,Normal
1306,7,1368,474,1368,Stone,Gd,RFn,Partial
1307,5,990,480,990,None,Gd,Unf,Normal
1308,5,1122,528,924,None,TA,Unf,Normal
1309,6,1294,496,1278,BrkFace,Gd,RFn,Normal
1310,7,1902,567,1902,None,Gd,Fin,Normal
1311,7,1274,508,1274,BrkFace,Gd,RFn,Partial
1312,8,2810,750,1453,BrkFace,Ex,RFn,Normal
1313,9,2599,779,1393,BrkFace,Gd,Fin,Normal
1314,4,948,280,948,None,TA,Unf,Normal
1315,6,2112,576,952,None,Fa,Unf,Normal
1316,8,1630,860,1622,Stone,Ex,RFn,Normal
1317,7,1352,466,1352,None,Ex,RFn,Partial
1318,8,1787,748,1753,BrkFace,Gd,RFn,Normal
1319,4,948,248,864,BrkFace,TA,Unf,Normal
1320,6,1478,442,1478,None,TA,RFn,Normal
1321,3,720,287,0,None,TA,Unf,Normal
1322,7,1923,564,750,None,Gd,RFn,Normal
1323,4,708,0,420,None,TA,Unf,Normal
1324,8,1795,895,1795,BrkFace,Ex,RFn,Partial
1325,4,796,0,796,None,TA,Unf,Normal
1326,3,774,0,544,None,TA,Unf,Normal
1327,5,816,264,816,None,TA,Unf,Normal
1328,6,2792,520,1510,None,Gd,Unf,Normal
1329,7,1632,462,935,None,Gd,Fin,Normal
1330,8,1588,825,1588,Stone,Gd,RFn,Normal
1331,5,954,576,911,None,TA,Unf,Normal
1332,4,816,288,816,None,TA,Unf,Normal
1333,5,1360,297,803,None,TA,Unf,Normal
1334,5,1365,440,765,None,TA,Unf,Normal
1335,6,1334,630,1350,BrkFace,Gd,RFn,Normal
1336,5,1656,506,1656,BrkFace,TA,Unf,Normal
1337,4,693,0,693,None,TA,Unf,Normal
1338,7,1861,492,916,None,Gd,RFn,Normal
1339,5,864,288,864,None,TA,RFn,Normal
1340,4,872,480,858,None,TA,Unf,Normal
1341,6,1114,576,1114,None,Gd,Unf,Normal
1342,8,2169,647,1284,BrkFace,Gd,RFn,Normal
1343,6,1913,342,896,None,TA,Unf,Normal
1344,7,1456,440,728,None,Gd,Fin,Partial
1345,4,960,308,960,None,TA,Unf,Normal
1346,7,2156,508,1568,None,TA,RFn,Normal
1347,8,1776,712,1732,Stone,Ex,Fin,Partial
1348,7,1494,514,1482,None,Gd,RFn,Normal
1349,8,2358,0,684,None,TA,Unf,Normal
1350,5,2634,968,1248,BrkFace,TA,Unf,Normal
1351,6,1716,490,858,BrkFace,TA,Fin,Normal
1352,6,1176,624,698,None,TA,Unf,Normal
1353,8,3238,666,2033,BrkFace,Gd,Fin,Normal
1354,7,1865,839,992,None,Gd,RFn,Normal
1355,7,1920,487,570,BrkFace,TA,RFn,Normal
1356,5,892,264,864,BrkFace,TA,RFn,Normal
1357,5,1078,500,1078,None,TA,Fin,Normal
1358,6,1573,440,756,BrkFace,Gd,Unf,Normal
1359,9,1980,770,1980,BrkFace,Ex,Fin,Normal
1360,5,2601,621,612,None,TA,RFn,Normal
1361,7,1530,430,1530,Stone,Ex,Fin,Normal
1362,4,1738,368,715,None,TA,Unf,Normal
1363,6,1412,432,616,None,Gd,Fin,Partial
1364,7,1200,480,600,None,Gd,RFn,Abnorml
1365,7,1674,663,814,None,Gd,RFn,Normal
1366,7,1790,588,873,BrkFace,Gd,RFn,Abnorml
1367,5,1475,336,757,None,TA,RFn,Normal
1368,6,848,420,848,BrkFace,Gd,Fin,Normal
1369,8,1668,502,1657,BrkFace,Gd,Fin,Normal
1370,4,1374,338,840,None,TA,Fin,Normal
1371,6,1661,377,992,None,TA,RFn,Normal
1372,7,2097,583,1108,None,Gd,RFn,Normal
1373,10,2633,804,2633,BrkFace,Ex,RFn,Normal
1374,7,1958,936,1026,None,Gd,Fin,Normal
1375,8,1571,722,1571,BrkFace,Gd,Fin,Partial
1376,6,790,160,768,None,Gd,Unf,Normal
1377,5,1604,660,984,None,TA,Unf,Normal
1378,6,987,264,483,BrkFace,TA,Unf,Normal
1379,5,1394,400,384,None,Gd,Fin,Normal
1380,3,864,200,864,None,TA,Unf,Normal
1381,6,2117,550,1205,None,TA,Fin,Normal
1382,7,1762,576,596,None,Fa,Unf,Normal
1383,5,1416,576,816,None,TA,Unf,Normal
1384,6,1258,280,560,None,TA,Unf,Normal
1385,4,1154,240,796,None,TA,Unf,Normal
1386,7,2784,564,1392,BrkFace,Gd,RFn,Normal
1387,6,2526,216,714,None,TA,Unf,Family
1388,9,1746,758,1746,Stone,Ex,Fin,Normal
1389,6,1218,440,735,None,TA,Unf,Normal
1390,7,1525,541,1525,BrkFace,Gd,RFn,Normal
1391,5,1584,792,1584,None,TA,Unf,Normal
1392,5,900,288,864,None,TA,RFn,Normal
1393,6,1912,672,482,None,Fa,Unf,Normal
1394,7,1500,648,1356,BrkFace,Gd,Fin,Partial
1395,8,2482,642,1094,BrkFace,Gd,Fin,Normal
1396,5,1687,572,747,None,TA,Unf,Normal
1397,5,1513,180,939,None,TA,Unf,Normal
1398,5,1904,240,1208,None,TA,Unf,Normal
1399,6,1608,216,976,None,TA,Unf,Normal
1400,6,1158,208,862,None,TA,RFn,Normal
1401,6,1593,398,839,None,TA,Fin,Normal
1402,7,1294,662,1286,None,Gd,RFn,Partial
1403,8,1464,754,1485,Stone,Gd,Unf,Normal
1404,3,1214,936,672,None,TA,Unf,Family
1405,8,1646,482,1594,Stone,Ex,Fin,Normal
1406,5,768,396,768,None,Gd,Unf,Normal
1407,5,833,0,833,None,TA,Unf,Normal
1408,4,1363,528,622,None,Fa,Unf,Normal
1409,7,2093,542,791,BrkFace,Gd,Fin,Normal
1410,7,1840,622,944,None,Gd,RFn,Normal
1411,6,1668,271,856,None,TA,Unf,Normal
1412,4,1040,420,0,None,TA,Unf,Normal
1413,8,1844,620,1844,Stone,Gd,Fin,Abnorml
1414,6,1848,370,833,None,TA,Unf,Normal
1415,7,1569,660,1386,BrkFace,Gd,RFn,Normal
1416,4,2290,560,777,None,TA,Unf,Normal
1417,8,2450,1069,1284,BrkFace,Gd,Fin,Normal
1418,5,1144,336,1144,None,TA,Unf,Normal
1419,6,1844,540,1844,BrkFace,TA,RFn,Normal
1420,6,1416,776,708,BrkFace,TA,RFn,Normal
1421,6,1069,440,1069,None,Gd,RFn,Normal
1422,6,848,420,848,BrkFace,Gd,Fin,Normal
1423,6,2201,432,697,None,Gd,Unf,Alloca
1424,5,1344,484,1024,None,TA,Unf,Normal
1425,6,1252,528,1252,Stone,TA,Unf,Normal
1426,7,2127,525,1223,BrkFace,Gd,RFn,Normal
1427,5,1558,288,913,None,TA,Unf,Normal
1428,5,804,240,788,Stone,TA,Unf,Abnorml
1429,6,1440,467,1440,BrkFace,Gd,Fin,Normal
1430,5,1838,372,732,None,Gd,Fin,Normal
1431,6,958,440,958,None,Gd,RFn,Normal
1432,4,968,216,656,None,TA,Unf,Normal
1433,6,1792,451,936,BrkFace,Gd,Fin,Normal
1434,5,1126,484,1126,None,TA,RFn,Normal
1435,6,1537,462,1319,BrkFace,TA,RFn,Abnorml
1436,4,864,528,864,None,TA,Unf,Normal
1437,8,1932,774,1932,Stone,Ex,Fin,Partial
1438,6,1236,923,912,None,TA,Unf,Normal
1439,7,1725,550,539,BrkFace,TA,RFn,Normal
1440,6,2555,672,588,None,Ex,Fin,Normal
1441,6,848,420,848,BrkFace,Gd,RFn,Normal
1442,10,2007,812,1017,Stone,Ex,Fin,Normal
1443,6,952,192,952,None,TA,Unf,Normal
1444,7,1422,626,1422,BrkFace,Gd,RFn,Normal
1445,6,913,240,814,None,TA,Unf,Normal
1446,5,1188,312,1188,BrkFace,TA,Unf,Normal
1447,8,2090,556,1220,BrkFace,Gd,RFn,Normal
1448,4,1346,384,560,None,Fa,Unf,Normal
1449,5,630,0,630,None,Gd,Unf,Abnorml
1450,5,1792,0,896,None,Gd,Unf,Normal
1451,8,1578,840,1573,Stone,Gd,Fin,Partial
1452,5,1072,525,547,BrkFace,Gd,Fin,Normal
1453,5,1140,0,1140,None,Gd,Unf,Abnorml
1454,7,1221,400,1221,None,Gd,RFn,Normal
1455,6,1647,460,953,None,Gd,RFn,Normal
1456,6,2073,500,1542,Stone,Gd,Unf,Normal
1457,7,2340,252,1152,None,TA,RFn,Normal
1458,5,1078,240,1078,None,TA,Unf,Normal
1459,5,1256,276,1256,None,TA,Fin,Normal
